Small Heath,butterflies and moths
Small Tortoiseshell,butterflies and moths
Speckled Wood,butterflies and moths
Tree Grayling,butterflies and moths
Wall Brown,butterflies and moths
Weaver's Fritillary,butterflies and moths
Woodland Ringlet,butterflies and moths
Six-spot Burnet,butterflies and moths
Goat moth,butterflies and moths
Wood Leopard Moth,butterflies and moths
Brown House Moth,butterflies and moths
White-shouldered House Moth,butterflies and moths
Shy Cosmet Moth,butterflies and moths
Box Tree Moth,butterflies and moths
Common Crimson-and-gold Moth,butterflies and moths
Common Grass-veneer,butterflies and moths
European corn borer,butterflies and moths
Garden Grass-veneer,butterflies and moths
Generous and Orange Mint Moths and Allies,butterflies and moths
Grape Leaffolder and Leafroller Moths,butterflies and moths
Jasmine Moth,butterflies and moths
Mother of Pearl,butterflies and moths
Mottled and Straw-barred Pearls and Allies,butterflies and moths
Pearl Veneer,butterflies and moths
Purple-backed Cabbageworm Moth,butterflies and moths
Rush Veneer,butterflies and moths
Rusty Dot Pearl,butterflies and moths
Small Magpie,butterflies and moths
Yellow Satin Veneer,butterflies and moths
Small Emperor Moth,butterflies and moths
Beautiful Hook-tip,butterflies and moths
Black Arches,butterflies and moths
Brown-tail Moth,butterflies and moths
Buff Ermine,butterflies and moths
Buff Footman,butterflies and moths
Burnet Companion,butterflies and moths
Cinnabar moth,butterflies and moths
Clouded Buff,butterflies and moths
Common Footman,butterflies and moths
Four-spotted Footman,butterflies and moths
Garden Tiger,butterflies and moths
Herald Moth,butterflies and moths
Jersey Tiger,butterflies and moths
Mother Shipton,butterflies and moths
Nine-spotted Moth,butterflies and moths
Orange Footman,butterflies and moths
Pale tussock,butterflies and moths
Red Underwing,butterflies and moths
Red-necked Footman,butterflies and moths
Rosy Footman,butterflies and moths
Ruby Tiger Moth,butterflies and moths
Rusty Tussock Moth,butterflies and moths
Scarlet Tiger,butterflies and moths
Straw Dot,butterflies and moths
Swan Moth,butterflies and moths
The Passenger,butterflies and moths
The Snout,butterflies and moths
White Ermine,butterflies and moths
White Satin Moth,butterflies and moths
Wood Tiger,butterflies and moths
Green Longhorn Moth,butterflies and moths
yellow-barred long-horn,butterflies and moths
Oak Lantern,butterflies and moths
Black-veined Moth,butterflies and moths
Blood Vein,butterflies and moths
Brimstone Moth,butterflies and moths
Chimney-sweeper,butterflies and moths
Clay Triple-Lines,butterflies and moths
Clouded Border,butterflies and moths
Clouded Magpie,butterflies and moths
Common Carpet Moth,butterflies and moths
Common Emerald,butterflies and moths
Common Heath,butterflies and moths
Common White Wave,butterflies and moths
Dark Marbled Carpet,butterflies and moths
Dark-barred Twin-spot Carpet,butterflies and moths
Double-striped Pug,butterflies and moths
Feathered Thorn,butterflies and moths
Garden Carpet,butterflies and moths
Green Carpet,butterflies and moths
Green Pug,butterflies and moths
Large Emerald,butterflies and moths
Latticed Heath,butterflies and moths
Least Carpet,butterflies and moths
Lewes Wave,butterflies and moths
Light Emerald,butterflies and moths
Marbled Carpet Moth,butterflies and moths
Mottled Beauty,butterflies and moths
Mottled Umber,butterflies and moths
Pale Oak Beauty,butterflies and moths
Peppered Moth,butterflies and moths
Red-green Carpet,butterflies and moths
Riband Wave,butterflies and moths
Scalloped Oak,butterflies and moths
Scorched Carpet,butterflies and moths
Shaded Broad-bar,butterflies and moths
Sharp-angled Peacock Moth,butterflies and moths
Silver-ground Carpet,butterflies and moths
Single-dotted Wave,butterflies and moths
Small Dusty Wave,butterflies and moths
Small Engrailed,butterflies and moths
Small Fan-footed Wave,butterflies and moths
Small Phoenix,butterflies and moths
Small Rivulet,butterflies and moths
Speckled Yellow,butterflies and moths
Swallow-tailed Moth,butterflies and moths
Tawny-barred Angle,butterflies and moths
Treble Bar,butterflies and moths
Willow Beauty,butterflies and moths
Winter Moth,butterflies and moths
Yellow Shell Moth,butterflies and moths
Common Swift Moth,butterflies and moths
Orange Swift,butterflies and moths
Adonis Blue,butterflies and moths
Blue-spot Hairstreak,butterflies and moths
Brown Argus,butterflies and moths
Brown Hairstreak,butterflies and moths
Chalkhill Blue,butterflies and moths
Common blue,butterflies and moths
Green Hairstreak,butterflies and moths
Green-underside Blue,butterflies and moths
Holly Blue,butterflies and moths
Mazarine Blue,butterflies and moths
Northern Blue,butterflies and moths
Purple hairstreak,butterflies and moths
Purple-edged Copper,butterflies and moths
Scarce Copper,butterflies and moths
Short-tailed Blue,butterflies and moths
Silver-studded Blue,butterflies and moths
Small Blue,butterflies and moths
Small Copper,butterflies and moths
Sooty Copper,butterflies and moths
Broad-bordered Bee Hawkmoth,butterflies and moths
Convolvulus Hawkmoth,butterflies and moths
Elephant Hawkmoth,butterflies and moths
Eurasian Hummingbird Hawkmoth,butterflies and moths
Eyed Hawkmoth,butterflies and moths
Lime Hawkmoth,butterflies and moths
Pine Hawkmoth,butterflies and moths
Poplar Hawkmoth,butterflies and moths
Privet Hawkmoth,butterflies and moths
Small Elephant Hawkmoth,butterflies and moths
Barred Hook-tip,butterflies and moths
Buff Arches,butterflies and moths
Oak Hook-tip,butterflies and moths
Peach Blossom Moth,butterflies and moths
Pebble Hook-tip,butterflies and moths
Drinker Moth,butterflies and moths
Fox Moth,butterflies and moths
Oak Eggar,butterflies and moths
The Lackey,butterflies and moths
Horse-chestnut Leafminer,butterflies and moths
Duke of Burgundy,butterflies and moths
Angle Shades,butterflies and moths
Black-letter Darts,butterflies and moths
Bordered Apamea Moth and Allies,butterflies and moths
Bright-line Brown-eye,butterflies and moths
Broad-bordered yellow underwing,butterflies and moths
Cloaked Minor,butterflies and moths
Clouded Drab,butterflies and moths
Common Quaker,butterflies and moths
Coronet,butterflies and moths
Cotton Bollworm Moth,butterflies and moths
Dark and Light Arches and Allies,butterflies and moths
Double-lobed Moth,butterflies and moths
Dun-bar,butterflies and moths
Flame Shoulder Moth,butterflies and moths
Four-spotted Moth,butterflies and moths
Heart and Dart,butterflies and moths
Hebrew Character,butterflies and moths
Ipsilon Dart Moth,butterflies and moths
Knot Grass Moth,butterflies and moths
Large Yellow Underwing,butterflies and moths
Lesser Yellow Underwing,butterflies and moths
Marbled White-spot,butterflies and moths
Nut-Tree Tussock,butterflies and moths
Nutmeg Moth,butterflies and moths
shuttle-shaped dart,butterflies and moths
Silver Y,butterflies and moths
Spotted Sulphur,butterflies and moths
Square-spot Rustic,butterflies and moths
Sycamore Moth,butterflies and moths
The Flame,butterflies and moths
The White-Point,butterflies and moths
Toadflax Brocade Moth,butterflies and moths
tree-lichen beauty,butterflies and moths
Turnip Moth,butterflies and moths
Variegated Cutworm Moth,butterflies and moths
Vine's Rustic,butterflies and moths
Morning-glory Plume Moth,butterflies and moths
White Plume Moth,butterflies and moths
Buff-tip,butterflies and moths
Lobster moth,butterflies and moths
Oak Processionary,butterflies and moths
Chequered Skipper,butterflies and moths
Common Branded Skipper,butterflies and moths
Dingy Skipper,butterflies and moths
grizzled skipper,butterflies and moths
Large Skipper,butterflies and moths
Mallow Skipper,butterflies and moths
Small Skipper,butterflies and moths
Bee Moth,butterflies and moths
Clover Hayworm Moth,butterflies and moths
Greater Wax Moth,butterflies and moths
Large Tabby,butterflies and moths
Long-legged Tabby,butterflies and moths
Meal moth,butterflies and moths
Rosy Tabby,butterflies and moths
Rosy-striped Knot-horn,butterflies and moths
Old World Swallowtail,butterflies and moths
Codling Moth,butterflies and moths
Common Marble,butterflies and moths
Maple Leaftier Moth,butterflies and moths
Green Silver-lines,butterflies and moths
Black-veined White,butterflies and moths
Clouded Yellow,butterflies and moths
Common Brimstone,butterflies and moths
Green-veined White,butterflies and moths
Large White,butterflies and moths
orange-tip,butterflies and moths
Small White,butterflies and moths
Honeysuckle Moth,butterflies and moths
Banded Demoiselle,dragonflies and damselflies
Beautiful Demoiselle,dragonflies and damselflies
Common Clubtail,dragonflies and damselflies
Small Pincertail,dragonflies and damselflies
Blue Emperor,dragonflies and damselflies
Brown Hawker,dragonflies and damselflies
Lesser Emperor,dragonflies and damselflies
Migrant Hawker,dragonflies and damselflies
Sedge Darner,dragonflies and damselflies
Southern Hawker,dragonflies and damselflies
Downy Emerald,dragonflies and damselflies
Azure Damselfly,dragonflies and damselflies
Blue-tailed Damselfly,dragonflies and damselflies
Common Blue Damselfly,dragonflies and damselflies
Large Red Damselfly,dragonflies and damselflies
Red-eyed Damselfly,dragonflies and damselflies
Small Red-eyed Damselfly,dragonflies and damselflies
Variable Bluet,dragonflies and damselflies
Banded Darter,dragonflies and damselflies
Black Meadowhawk,dragonflies and damselflies
Black-tailed Skimmer,dragonflies and damselflies
Broad Scarlet,dragonflies and damselflies
Broad-bodied Chaser,dragonflies and damselflies
Common Darter,dragonflies and damselflies
Keeled Skimmer,dragonflies and damselflies
Ruddy Darter,dragonflies and damselflies
Scarce Chaser,dragonflies and damselflies
Southern Darter,dragonflies and damselflies
Southern Skimmer,dragonflies and damselflies
Vagrant Darter,dragonflies and damselflies
Golden-ringed Dragonfly,dragonflies and damselflies
Common Spreadwing,dragonflies and damselflies
Common Winter Damselfly,dragonflies and damselflies
Emerald Spreadwing,dragonflies and damselflies
Migrant Spreadwing,dragonflies and damselflies
Siberian Winter Damsel,dragonflies and damselflies
Small Spreadwing,dragonflies and damselflies
Western Willow Spreadwing,dragonflies and damselflies
White-legged Damselfly,dragonflies and damselflies
Greater Bee Fly,flies
Blue Blowfly,flies
Common European Greenbottle Fly,flies
Bathroom Moth Fly,flies
Golden Dung Fly,flies
Noon Fly,flies
Stable Fly,flies
Bumblebee mimic hoverfly,flies
Common Drone Fly,flies
Common Globetail,flies
Common Lagoon Fly,flies
Eurasian Drone Fly,flies
Eurasian Smoothwing,flies
Hornet Mimic Hover Fly,flies
Marmalade Hover Fly,flies
Migrant Hover Fly,flies
Narcissus Bulb Fly,flies
Pellucid Hover Fly,flies
Sun Fly,flies
Tapered Drone Fly,flies
Thick-legged Hover Fly,flies
Trivittate Marsh Fly,flies
Yellow-haired Sun Fly,flies
House Mosquito Complex,flies
Inland Floodwater Mosquito,flies
Stripe-legged Robber Fly,flies
Garden soldier fly,flies
Common Tachinid,flies
Brown-spotted Bush-cricket,"grasshoppers, locusts and crickets"
Dark Bush-cricket,"grasshoppers, locusts and crickets"
Great Green Bush-cricket,"grasshoppers, locusts and crickets"
Large Conehead,"grasshoppers, locusts and crickets"
Long-winged Conehead,"grasshoppers, locusts and crickets"
Mediterranean Katydid,"grasshoppers, locusts and crickets"
Oak Bush-cricket,"grasshoppers, locusts and crickets"
Roesel's Bush-cricket,"grasshoppers, locusts and crickets"
Sickle-bearing Bush-cricket,"grasshoppers, locusts and crickets"
Southern Oak Bush-cricket,"grasshoppers, locusts and crickets"
Speckled Bush-cricket,"grasshoppers, locusts and crickets"
Wart-biter,"grasshoppers, locusts and crickets"
blue-winged grasshopper,"grasshoppers, locusts and crickets"
common field grasshopper,"grasshoppers, locusts and crickets"
Common Green Grasshopper,"grasshoppers, locusts and crickets"
Gold Grasshopper,"grasshoppers, locusts and crickets"
Large Marsh Grasshopper,"grasshoppers, locusts and crickets"
meadow grasshopper,"grasshoppers, locusts and crickets"
Rufous Grasshopper,"grasshoppers, locusts and crickets"
European Field Cricket,"grasshoppers, locusts and crickets"
Draparnaud's Glass Snail,land snails
Brown-lipped Snail,land snails
Copse Snail,land snails
Garden Snail,land snails
Roman Snail,land snails
White-lipped Snail,land snails
Ash-black Slug,land snails
Leopard Slug,land snails
Glossy Pillar,land snails
ater-group Arion Slugs,land snails
Large Red Slug,land snails
Milky Slug,land snails
Small Pointed Snail,land snails
Typical Foxes,Mammals
Grey Seal,Mammals
Harbor Seal,Mammals
Eurasian Badgers,Mammals
Eurasian Stoat,Mammals
Least Weasel,Mammals
Stone Marten,Mammals
Domestic Cattle,Mammals
Domestic Goat,Mammals
Domestic Sheep,Mammals
Red Deer,Mammals
Roe Deer,Mammals
vascular plants,Mammals
Wild Boar,Mammals
Typical Porpoises,Mammals
Brown Hare,Mammals
European Rabbit,Mammals
Eurasian Beaver,Mammals
Brown Rat,Mammals
Coypu,Mammals
Eurasian Red Squirrel,Mammals
Siberian Chipmunk,Mammals
Bank Vole,Mammals
Muskrat,Mammals
Common Hedgehog,Mammals
European Mole,Mammals
Soft-shelled Clam,marine invertebrate 
Asian Clam,marine invertebrate 
European Flat Oyster,marine invertebrate 
Pacific Oyster,marine invertebrate 
European Common Cuttlefish,marine invertebrate 
Northern Acorn Barnacle,marine invertebrate 
Atlantic Beadlet Anemone,marine invertebrate 
Plumose Anemone,marine invertebrate 
Striped Green Sea Anemone,marine invertebrate 
Signal Crayfish,marine invertebrate 
Red Swamp Crayfish,marine invertebrate 
European Green Crab,marine invertebrate 
Asian Shore Crab,marine invertebrate 
barnacle-eating dorid,marine invertebrate 
Round-mouthed Snail,marine invertebrate 
Atlantic Dogwhelk,marine invertebrate 
flat periwinkle,marine invertebrate 
Common Whelk,marine invertebrate 
Common Sea Star,marine invertebrate 
Common Moon Jelly,marine invertebrate 
Arctic Green Sea Urchin,marine invertebrate 
Demoiselle Crane,other birds
pears,other birds
Common Moorhen,other birds
Eurasian Coot,other birds
Water Rail,other birds
Common Cuckoo,other birds
Black Kite,other birds
"Buteonine Hawks, Kites, and allies",other birds
Eurasian Goshawk,other birds
Eurasian Sparrowhawk,other birds
European Honey-buzzard,other birds
Milvus Kites,other birds
Northern Harrier,other birds
Pallid Harrier,other birds
Rough-legged Hawk,other birds
Short-toed Snake-Eagle,other birds
Western Marsh Harrier,other birds
White-tailed Eagle,other birds
Osprey,other birds
Eurasian Hobby,other birds
Eurasian Kestrel,other birds
Peregrine Falcon,other birds
Red-footed Falcon,other birds
Chilean Flamingo,other birds
Great Cormorant,other birds
Northern Gannet,other birds
Eared Grebe,other birds
Great Crested Grebe,other birds
Little Grebe,other birds
Red-necked Grebe,other birds
European Bee-eater,other birds
Common Kingfisher,other birds
European Roller,other birds
Black Grouse,other birds
Perdix Partridges,other birds
Red-legged Partridge,other birds
Ring-necked Pheasant,other birds
Arctic Loon,other birds
Common Loon,other birds
Red-throated Loon,other birds
Eurasian Bittern,other birds
Great Egret,other birds
Grey Heron,other birds
Purple Heron,other birds
Eurasian Spoonbill,other birds
Eurasian Nightjar,other birds
Typical Swifts,other birds
Western Barn Owl,other birds
Eastern Screech-Owl,other birds
Little Owl,other birds
Short-eared Owl,other birds
Tawny Owl,other birds
Typical Eagle-Owls and Horned Owls,other birds
Australian Ringneck,other birds
Budgerigar,other birds
Rose-ringed Parakeet,other birds
Common Wood-Pigeon,other birds
Eurasian Collared-Dove,other birds
European Turtle-Dove,other birds
Stock Dove,other birds
Black Stork,other birds
Ciconia Storks,other birds
Bar-headed Goose,other birds
Black Woodpecker,other birds
Eurasian Green Woodpecker,other birds
Eurasian Wryneck,other birds
Great Spotted Woodpecker,other birds
Grey-headed Woodpecker,other birds
Lesser Spotted Woodpecker,other birds
Middle Spotted Woodpecker,other birds
White-backed Woodpecker,other birds
Banana Cockroach,other bugs
European Earwig Complex,other bugs
Common European Scorpionfly,other bugs
Common Silverfish,other bugs
Four-lined Silverfish,other bugs
Long-tailed Silverfish,other bugs
Giant Willow Aphid,other bugs
Masked Hunter,other bugs
bright-spotted groundbug,other bugs
Common Froghopper,other bugs
Box Bug,other bugs
Dock Bug,other bugs
Western Conifer Seed Bug,other bugs
Green Leafhopper,other bugs
Japanese Leafhopper,other bugs
Rhododendron Leafhopper,other bugs
Lime seed bug,other bugs
Alfalfa Plant Bug,other bugs
Meadow Plant Bug,other bugs
Potato Mirid,other bugs
red-spotted plant bug,other bugs
Two-spotted Grass Bug,other bugs
European Firebug,other bugs
Spotted Firebug,other bugs
Birch Catkin Bug,other bugs
Lygaeus equestris / simulans Complex,other bugs
Spilostethus saxatilis,other bugs
Birch Shield Bug,other bugs
Hawthorn Shield Bug,other bugs
Parent Bug,other bugs
Bishop's Mitre Shield Bug,other bugs
Black-shouldered Shieldbug,other bugs
Cabbage Bug,other bugs
European Striped Shield Bug,other bugs
Forest Bug,other bugs
Gorse Shield Bug,other bugs
Green Shield Bug,other bugs
Mottled Stink Bug,other bugs
northern fruit bug,other bugs
red cabbage bug,other bugs
Sloe Bug,other bugs
Southern Green Stink Bug,other bugs
Spiny Shield Bug,other bugs
Vernal Shield Bug,other bugs
Eurasian Water Scorpion,other bugs
Common Striped Woodlouse,other bugs
Common Pill Woodlouse,other bugs
Nosy Pill Woodlouse,other bugs
Atlantic group woodlouse,other bugs
Brickwork Woodlouse,other bugs
Alpine Accentor,perching birds
Dunnock,perching birds
Reed Bunting,perching birds
Rustic Bunting,perching birds
Yellowhammer,perching birds
Eurasian Jackdaw,perching birds
Eurasian Jay,perching birds
Hooded Crow,perching birds
House Crow,perching birds
Northern Nutcracker,perching birds
Rook,perching birds
"Woodpeckers, Barbets, Toucans and Honeyguides",perching birds
Dippers,perching birds
American Goldfinch,perching birds
Brambling,perching birds
Bullfinches,perching birds
Common Chaffinch,perching birds
Common Rosefinch,perching birds
Eurasian Linnet,perching birds
Greenfinches,perching birds
Holarctic Grosbeaks,perching birds
Lesser Redpoll,perching birds
Redpoll,perching birds
Siskins and New World Goldfinches,perching birds
Typical Serins and Allies,perching birds
Common Firecrest,perching birds
Ruby-crowned Kinglet,perching birds
Eurasian Skylark,perching birds
Horned Lark,perching birds
Woodlark,perching birds
Common Chiffchaff,perching birds
Willow Warbler,perching birds
Wood Warbler,perching birds
Long-tailed Tit,perching birds
Lapland Longspur,perching birds
Snow Bunting,perching birds
Eurasian Nuthatch,perching birds
Black Redstart,perching birds
Bluethroat,perching birds
Common Nightingale,perching birds
European Pied Flycatcher,perching birds
European Robin,perching birds
European Stonechat,perching birds
Northern wheatear,perching birds
Spotted Flycatcher,perching birds
True Redstarts,perching birds
Whinchat,perching birds
Old World Orioles,perching birds
Eurasian Tree Sparrow,perching birds
House Sparrow,perching birds
Eurasian Penduline-Tit,perching birds
Grey Wagtail,perching birds
Meadow Pipit,perching birds
Olive-backed Pipit,perching birds
Red-throated Pipit,perching birds
Rock Pipit,perching birds
Tree Pipit,perching birds
Water Pipit,perching birds
Western Yellow Wagtail,perching birds
White Wagtail,perching birds
Common Reed Warbler,perching birds
Sedge Warbler,perching birds
Bearded Reedling,perching birds
Great Grey Shrike,perching birds
Barn Swallow,perching birds
reed canary grass,perching birds
Western House Martin,perching birds
Common Whitethroat,perching birds
Curruca Warblers,perching birds
Eurasian Blackcap,perching birds
Garden Warbler,perching birds
Eurasian Blackbird,perching birds
Fieldfare,perching birds
Mistle Thrush,perching birds
Redwing,perching birds
Song Thrush,perching birds
Azure Tit,perching birds
Coal Tit,perching birds
Crested Tit,perching birds
Eurasian Blue Tit,perching birds
Great Tit,perching birds
Marsh Tit,perching birds
Willow Tit,perching birds
Eurasian Treecreeper,perching birds
Short-toed Treecreeper,perching birds
Wrens,perching birds
Round Goby,Ray-finned fish
European Perch,Ray-finned fish
Pumpkinseed,Ray-finned fish
Northern Pike,Ray-finned fish
Common Rudd,Ray-finned fish
European chub,Ray-finned fish
Brown Trout,Ray-finned fish
Threespine Stickleback,Ray-finned fish
barred grass snake,Reptiles
Smooth Snake,Reptiles
Common Slowworm,Reptiles
Common Wall Lizard,Reptiles
Sand Lizard,Reptiles
Viviparous Lizard,Reptiles
Black-browed Albatross,seabirds and shorebirds
Northern Fulmar,seabirds and shorebirds
Common Murre,seabirds and shorebirds
Razorbill,seabirds and shorebirds
American Herring Gull,seabirds and shorebirds
Arctic Tern,seabirds and shorebirds
Black-headed Gull,seabirds and shorebirds
Black-legged Kittiwake,seabirds and shorebirds
Common Gull,seabirds and shorebirds
Common Tern,seabirds and shorebirds
Glaucous Gull,seabirds and shorebirds
Laughing Gull,seabirds and shorebirds
Lesser Black-backed Gull,seabirds and shorebirds
Little Tern,seabirds and shorebirds
Mediterranean Gull,seabirds and shorebirds
Sandwich Tern,seabirds and shorebirds
Yellow-legged Gull,seabirds and shorebirds
Eurasian Oystercatcher,seabirds and shorebirds
American Golden Plover,seabirds and shorebirds
Common Ringed Plover,seabirds and shorebirds
European Golden Plover,seabirds and shorebirds
Lapwings,seabirds and shorebirds
Little Ringed Plover,seabirds and shorebirds
Bar-tailed Godwit,seabirds and shorebirds
Carex subg. Carex,seabirds and shorebirds
Common Greenshank,seabirds and shorebirds
Common Redshank,seabirds and shorebirds
Common Sandpiper,seabirds and shorebirds
Dunlin,seabirds and shorebirds
Eurasian Curlew,seabirds and shorebirds
Green Sandpiper,seabirds and shorebirds
Purple Sandpiper,seabirds and shorebirds
Red Knot,seabirds and shorebirds
Ruddy Turnstone,seabirds and shorebirds
Ruff,seabirds and shorebirds
Spotted Redshank,seabirds and shorebirds
Temminck's Stint,seabirds and shorebirds
Terek Sandpiper,seabirds and shorebirds
Typical Snipes,seabirds and shorebirds
Whimbrel,seabirds and shorebirds
Parasitic Jaeger,seabirds and shorebirds
Pied Avocet,seabirds and shorebirds
rufa-group Wood Ants,"wasps,bees and ants"
Buff-tailed Bumble Bee,"wasps,bees and ants"
Common Carder Bumble Bee,"wasps,bees and ants"
Early Bumble Bee,"wasps,bees and ants"
Red-tailed Bumble Bee,"wasps,bees and ants"
Tree Bumble Bee,"wasps,bees and ants"
Violet Carpenter Bee,"wasps,bees and ants"
Western Honey Bee,"wasps,bees and ants"
Mossy Rose Gall Wasp,"wasps,bees and ants"
Ashy Mining Bee,"wasps,bees and ants"
Tawny Mining Bee,"wasps,bees and ants"
European Orchard Bee,"wasps,bees and ants"
European Woolcarder Bee,"wasps,bees and ants"
Oblong Woolcarder Bee,"wasps,bees and ants"
Red Mason Bee,"wasps,bees and ants"
Great Banded Furrow Bee,"wasps,bees and ants"
Orange-legged Furrow Bee,"wasps,bees and ants"
Mexican Grass-carrying Wasp,"wasps,bees and ants"
Common European Yellowjacket,"wasps,bees and ants"
European Hornet,"wasps,bees and ants"
European Paper Wasp,"wasps,bees and ants"
European tube wasp,"wasps,bees and ants"
German Yellowjacket,"wasps,bees and ants"
Yellow-legged Hornet,"wasps,bees and ants"
European beewolf,"wasps,bees and ants"
Barnacle Goose,waterfowl
Black Swan,waterfowl
Brant,waterfowl
Common Eider,waterfowl
Common Merganser,waterfowl
Common Pochard,waterfowl
Egyptian Goose,waterfowl
Eurasian Wigeon,waterfowl
Ferruginous Duck,waterfowl
Gadwall,waterfowl
Garganey,waterfowl
Greater Scaup,waterfowl
Greater White-fronted Goose,waterfowl
Long-tailed Duck,waterfowl
Mallard,waterfowl
Mandarin Duck,waterfowl
Muscovy Duck,waterfowl
Mute Swan,waterfowl
Northern Pintail,waterfowl
Northern Shoveler,waterfowl
Pink-footed Goose,waterfowl
Red-breasted Merganser,waterfowl
Red-crested Pochard,waterfowl
Ruddy Shelduck,waterfowl
Smew,waterfowl
Surf Scoter,waterfowl
Taiga Bean Goose,waterfowl
Tufted Duck,waterfowl
Tundra Swan,waterfowl
Typical Shelducks,waterfowl
Waterfowl,waterfowl
